Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Yordan Alvarez*,27,DH,5.4,147,635,552,88,170,34,2,35,86,6,0,69,95,0.308,0.392,0.567,0.959,172,0.406,169,313,14,10,0,4,16,D7,"AS,MVP-9",Left,No,No,No,No,No,No,No,No,No
Yainer Diaz,25,C,3.3,148,619,585,70,175,29,3,16,84,2,0,24,107,0.299,0.325,0.441,0.766,118,0.339,120,258,22,2,0,8,1,2D3/H,0,Right,No,No,No,No,No,No,No,No,No
Alex Bregman,30,3B,4.1,145,634,581,79,151,30,2,26,75,3,1,44,86,0.26,0.315,0.453,0.768,118,0.334,117,263,13,5,0,4,1,*5/D,GG,Right,No,No,No,No,No,No,No,No,No
Jeremy Peña,26,SS,4.1,157,650,602,78,160,28,2,15,70,20,6,25,111,0.266,0.308,0.394,0.701,100,0.311,99,237,15,14,3,6,1,*6,0,Right,No,No,No,No,No,No,No,No,No
Jose Altuve,34,2B,3.4,153,682,628,94,185,31,0,20,65,22,7,47,119,0.295,0.35,0.439,0.79,126,0.348,126,276,15,7,0,0,2,*4/DH,"AS,MVP-15,SS",Right,No,Yes,No,No,No,No,No,No,No
Jake Meyers,28,CF,1.7,148,513,461,51,101,20,3,13,61,11,3,35,117,0.219,0.286,0.36,0.646,85,0.288,83,166,17,10,3,4,0,*8H/7D,0,Right,No,No,No,No,No,No,No,No,No
Kyle Tucker*,27,RF,4.7,78,339,277,56,80,13,0,23,49,11,0,56,54,0.289,0.408,0.585,0.993,181,0.426,179,162,5,1,0,2,3,9/DH,AS,Left,No,No,No,No,No,No,No,No,No
Mauricio Dubón,29,LF,1.1,137,428,402,45,108,25,0,4,47,3,2,16,55,0.269,0.296,0.361,0.657,88,0.289,85,145,6,2,3,5,0,7483H95/6,0,Right,No,No,No,No,No,No,No,No,No
Jon Singleton*,32,1B,0.3,119,405,355,46,83,13,1,13,42,0,0,47,111,0.234,0.321,0.386,0.707,103,0.317,105,137,2,0,0,3,0,3HD,0,Left,No,No,No,No,No,No,No,No,No
Victor Caratini#,30,C,1.3,87,274,245,30,66,8,1,8,30,0,1,23,53,0.269,0.336,0.408,0.744,113,0.325,113,100,6,3,0,3,1,2H3/D,0,Both,No,No,No,No,No,No,No,No,No
Chas McCormick,29,OF,-0.6,94,267,242,32,51,6,1,5,27,8,2,17,72,0.211,0.271,0.306,0.576,66,0.274,71,74,3,4,1,3,0,798/H,0,Right,No,No,No,No,No,No,No,No,No
Joey Loperfido*,25,OF,0.3,38,118,106,11,25,5,1,2,16,2,1,7,43,0.236,0.299,0.358,0.658,89,0.289,85,38,1,3,1,1,0,79/H83D,0,Left,No,No,No,No,No,No,No,No,No
Jason Heyward*,34,OF,0.3,24,61,55,8,12,2,0,4,9,1,0,5,17,0.218,0.283,0.473,0.756,112,0.316,102,26,0,0,0,0,2,9/7H8,0,Left,No,No,No,No,No,No,No,No,No
Zach Dezenzo,24,1B,-0.2,19,65,62,5,15,2,0,2,8,0,0,3,22,0.242,0.277,0.371,0.648,84,0.307,98,23,3,0,0,0,0,3/5DH,0,Right,No,No,No,No,No,No,No,No,No
Trey Cabbage*,27,RF,-0.1,45,91,86,12,18,8,0,1,8,1,1,4,34,0.209,0.253,0.337,0.59,68,0.255,63,29,1,1,0,0,0,9H7/D,0,Left,No,No,No,No,No,No,No,No,No
César Salazar*,28,C,0.2,12,32,25,5,8,2,0,0,8,0,0,2,6,0.32,0.387,0.4,0.787,128,0.344,125,10,0,2,1,2,0,2/DH,0,Left,No,No,No,No,No,No,No,No,No
José Abreu,37,1B,-1.7,35,120,113,10,14,2,0,2,7,0,0,4,28,0.124,0.167,0.195,0.361,4,0.163,-5,22,4,2,0,1,0,3/H,0,Right,No,No,No,No,No,No,No,No,No
Shay Whitcomb,25,IF,-0.4,20,46,41,1,9,3,0,0,5,0,0,5,8,0.22,0.304,0.293,0.597,73,0.27,72,12,1,0,0,0,0,5/H4,0,Right,No,No,No,No,No,No,No,No,No
Ben Gamel*,32,OF,0.2,20,69,58,13,15,3,0,1,4,0,0,11,17,0.259,0.377,0.362,0.739,115,0.328,113,21,0,0,0,0,1,9/7H,0,Left,No,No,No,No,No,No,No,No,No
Grae Kessinger,26,IF,-0.4,22,25,21,4,0,0,0,0,0,0,0,3,7,0.0,0.16,0.0,0.16,-48,0.111,-42,0,1,1,0,0,0,/H546D13,0,Right,No,No,No,No,No,No,No,No,No
Pedro León,26,RF,-0.3,7,21,20,2,2,0,0,0,0,2,0,1,10,0.1,0.143,0.1,0.243,-28,0.141,-38,2,2,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No,No,No
Cooper Hummel#,29,LF,-0.1,6,8,8,0,0,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,-100,0.143,-42,0,1,0,0,0,0,/H7D,0,Both,No,No,No,No,No,No,No,No,No
Aledmys Díaz,33,IF,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-124,0,0,0,0,0,0,/34H,0,Right,No,No,No,No,No,No,No,No,No
Jacob Amaya,25,2B,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-127,0,0,0,0,0,0,/4,0,Right,No,No,No,No,No,No,No,No,No
Bryan King,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Josh Hader*,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Ryan Pressly,35,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
